hs6,description,GTAP_Code,GTAP_commodity,commodity_name
90121,Not decaffeinated,25,OFD , Food products n.e.c.
90122,Decaffeinated,25,OFD , Food products n.e.c.
90140,(-1995) Coffee substitutes containing coffee,25,OFD , Food products n.e.c.
90190,(1996-) Other,25,OFD , Food products n.e.c.
90210,Green tea (not fermented) in immediate packings of a content not exceeding 3 kg,25,OFD , Food products n.e.c.
90220,Other green tea (not fermented),8,OCR , Crops n.e.c.
90230,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",25,OFD , Food products n.e.c.
90240,Other black tea (fermented) and other partly fermented tea,8,OCR , Crops n.e.c.
90300,Maté.,8,OCR , Crops n.e.c.
90411,Neither crushed nor ground,8,OCR , Crops n.e.c.
90412,Crushed or ground,8,OCR , Crops n.e.c.
90420,"Fruits of the genus Capsicum or of the genus Pimenta, dried or crushed or ground",8,OCR , Crops n.e.c.
90500,Vanilla.,8,OCR , Crops n.e.c.
90610,(-2006) Neither crushed nor ground,8,OCR , Crops n.e.c.
90620,Crushed or ground,8,OCR , Crops n.e.c.
90700,"Cloves (whole fruit, cloves and stems).",8,OCR , Crops n.e.c.
90810,Nutmeg,8,OCR , Crops n.e.c.
90820,Mace,8,OCR , Crops n.e.c.
90830,Cardamoms,8,OCR , Crops n.e.c.
90910,Seeds of anise or badian,8,OCR , Crops n.e.c.
90920,Seeds of coriander,8,OCR , Crops n.e.c.
90930,Seeds of cumin,8,OCR , Crops n.e.c.
90940,Seeds of caraway,8,OCR , Crops n.e.c.
90950,Seeds of fennel; juniper berries,8,OCR , Crops n.e.c.
91010,Ginger,8,OCR , Crops n.e.c.
91020,Saffron,8,OCR , Crops n.e.c.
91030,Turmeric (curcuma),8,OCR , Crops n.e.c.
91040,(-2006) Thyme; bay leaves,8,OCR , Crops n.e.c.
91050,(-2006) Curry,8,OCR , Crops n.e.c.
91091,Mixtures referred to in Note 1 (b) to this Chapter,8,OCR , Crops n.e.c.
91099,Other,8,OCR , Crops n.e.c.
100110,Durum wheat,2,WHT , Wheat
100190,Other,2,WHT , Wheat
100200,Rye.,3,GRO , Cereal grains n.e.c.
100300,Barley.,3,GRO , Cereal grains n.e.c.
100400,Oats.,3,GRO , Cereal grains n.e.c.
100510,Seed,3,GRO , Cereal grains n.e.c.
100590,Other,3,GRO , Cereal grains n.e.c.
100610,Rice in the husk (paddy or rough),1,PDR , Paddy rice
100620,Husked (brown) rice,1,PDR , Paddy rice
100630,"Semimilled or wholly milled rice, whether or not polished or glazed",23,PCR , Processed rice
100640,Broken rice,23,PCR , Processed rice
100700,Grain sorghum.,3,GRO , Cereal grains n.e.c.
100810,Buckwheat,3,GRO , Cereal grains n.e.c.
100820,Millet,3,GRO , Cereal grains n.e.c.
100830,Canary seed,3,GRO , Cereal grains n.e.c.
100890,Other cereals,3,GRO , Cereal grains n.e.c.
110100,Wheat or meslin flour.,25,OFD , Food products n.e.c.
110210,Rye flour,25,OFD , Food products n.e.c.
110220,Maize (corn) flour,25,OFD , Food products n.e.c.
110230,(-2006) Rice flour,25,OFD , Food products n.e.c.
110290,Other,25,OFD , Food products n.e.c.
110311,Of wheat,25,OFD , Food products n.e.c.
110312,(-2001) Groats and meal :-- Of oats,25,OFD , Food products n.e.c.
110313,Of maize (corn),25,OFD , Food products n.e.c.
110314,(-2001) Groats and meal :-- Of rice,25,OFD , Food products n.e.c.
110319,Of other cereals,25,OFD , Food products n.e.c.
110320,(2002-) Pellets,25,OFD , Food products n.e.c.
110321,(-2001) Pellets :-- Of wheat,25,OFD , Food products n.e.c.
110329,(-2001) Pellets :-- Of other cereals,25,OFD , Food products n.e.c.
110411,(-2001) Rolled or flaked grains :-- Of barley,25,OFD , Food products n.e.c.
110412,Of oats,25,OFD , Food products n.e.c.
110419,Of other cereals,25,OFD , Food products n.e.c.
110421,"(-2001) Other worked grains (for example, hulled, pearled,",25,OFD , Food products n.e.c.
110422,Of oats,25,OFD , Food products n.e.c.
110423,Of maize (corn),25,OFD , Food products n.e.c.
110429,Of other cereals,25,OFD , Food products n.e.c.
110430,"Germ of cereals, whole, rolled, flaked or ground",25,OFD , Food products n.e.c.
110510,"Flour, meal and powder",25,OFD , Food products n.e.c.
110520,"Flakes, granules and pellets",25,OFD , Food products n.e.c.
110610,Of the dried leguminous vegetables of heading 07.13,25,OFD , Food products n.e.c.
110620,Of sago or of roots or tubers of heading 07.14,25,OFD , Food products n.e.c.
110630,Of the products of Chapter 8,25,OFD , Food products n.e.c.
110710,Not roasted,26,B_T , Beverages and tobacco products
110720,Roasted,26,B_T , Beverages and tobacco products
110811,Wheat starch,25,OFD , Food products n.e.c.
110812,Maize (corn) starch,25,OFD , Food products n.e.c.
110813,Potato starch,25,OFD , Food products n.e.c.
110814,Manioc (cassava) starch,25,OFD , Food products n.e.c.
110819,Other starches,25,OFD , Food products n.e.c.
110820,Inulin,25,OFD , Food products n.e.c.
110900,"Wheat gluten, whether or not dried.",25,OFD , Food products n.e.c.
120100,"Soya beans, whether or not broken.",5,OSD , Oil seeds
120210,In shell,5,OSD , Oil seeds
120220,"Shelled, whether or not broken",5,OSD , Oil seeds
120300,Copra.,5,OSD , Oil seeds
120400,"Linseed, whether or not broken.",5,OSD , Oil seeds
120500,"(-2001) Rape or colza seeds, whether or not broken.",5,OSD , Oil seeds
120510,(2002-) Low erucic acid rape or colza seeds,5,OSD , Oil seeds
120590,(2002-) Other,5,OSD , Oil seeds
120600,"Sunflower seeds, whether or not broken.",5,OSD , Oil seeds
120710,(-2006) Palm nuts and kernels,5,OSD , Oil seeds
120720,Cotton seeds,5,OSD , Oil seeds
120730,(-2006) Castor oil seeds,5,OSD , Oil seeds
120740,Sesamum seeds,5,OSD , Oil seeds
120750,Mustard seeds,5,OSD , Oil seeds
120760,(-2006) Safflower seeds,5,OSD , Oil seeds
120791,Poppy seeds,5,OSD , Oil seeds
120792,(-2001) Other :-- Shea nuts (karite nuts),5,OSD , Oil seeds
120799,Other,5,OSD , Oil seeds
120810,Of soya beans,21,VOL , Vegetable oils and fats
120890,Other,21,VOL , Vegetable oils and fats
120910,(2002-) Sugar beet seed,8,OCR , Crops n.e.c.
120911,(-2001) Beet seed :-- Sugar beet seed,8,OCR , Crops n.e.c.
120919,(-2001) Beet seed :-- Other,8,OCR , Crops n.e.c.
120921,Lucerne (alfalfa) seed,8,OCR , Crops n.e.c.
120922,Clover (Trifolium spp.) seed,8,OCR , Crops n.e.c.
120923,Fescue seed,8,OCR , Crops n.e.c.
120924,Kentucky blue grass (Poa pratensis L.) seed,8,OCR , Crops n.e.c.
120925,"Rye grass (Lolium multiflorum Lam., Lolium perenne L.) seed",8,OCR , Crops n.e.c.
120926,(-2006) Timothy grass seed,8,OCR , Crops n.e.c.
120929,Other,8,OCR , Crops n.e.c.
120930,Seeds of herbaceous plants cultivated principally for their flowers,8,OCR , Crops n.e.c.
120991,Vegetable seeds,8,OCR , Crops n.e.c.
120999,Other,8,OCR , Crops n.e.c.
121010,"Hop cones, neither ground nor powdered nor in the form of pellets",8,OCR , Crops n.e.c.
121020,"Hop cones, ground, powdered or in the form of pellets; lupulin",8,OCR , Crops n.e.c.
121110,(-2006) Liquorice roots,8,OCR , Crops n.e.c.
121120,Ginseng roots,8,OCR , Crops n.e.c.
121130,(2002-) Coca leaf,8,OCR , Crops n.e.c.
121140,(2002-) Poppy straw,8,OCR , Crops n.e.c.
121190,Other,8,OCR , Crops n.e.c.
121210,"(-2006) Locust beans, including locust bean seeds",4,V_F ," Vegetables, fruit, nuts"
121220,Seaweeds and other algae,14,FSH , Fishing
121230,"(-2006) Apricot, peach (including nectarine) or plum stones and kernels",25,OFD , Food products n.e.c.
121291,Sugar beet,6,C_B ," Sugar cane, sugar beet"
121292,(-2001) Other :-- Sugar cane,6,C_B ," Sugar cane, sugar beet"
121299,Other,4,V_F ," Vegetables, fruit, nuts"
121299,Other,8,OCR , Crops n.e.c.
121300,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form of pellets.",8,OCR , Crops n.e.c.
121410,Lucerne (alfalfa) meal and pellets,8,OCR , Crops n.e.c.
121490,Other,8,OCR , Crops n.e.c.
130110,(-2006) Lac,13,FRS , Forestry
130120,Gum Arabic,13,FRS , Forestry
130190,Other,13,FRS , Forestry
130211,Opium,25,OFD , Food products n.e.c.
130212,Of liquorice,25,OFD , Food products n.e.c.
130213,Of hops,25,OFD , Food products n.e.c.
130214,(-2006) Of pyrethrum or of the roots of plants containing rotenone,25,OFD , Food products n.e.c.
130219,Other,25,OFD , Food products n.e.c.
130220,"Pectic substances, pectinates and pectates",25,OFD , Food products n.e.c.
130231,Agaragar,25,OFD , Food products n.e.c.
130232,"Mucilages and thickeners, whether or not modified, derived from locust beans, locust bean seeds or guar seeds",25,OFD , Food products n.e.c.
130239,Other,25,OFD , Food products n.e.c.
140110,Bamboos,13,FRS , Forestry
140120,Rattans,13,FRS , Forestry
140190,Other,13,FRS , Forestry
140200,"(2002-2006) Vegetable materials of a kind used primarily as stuffing or as padding (for example, kapok, vegetable hair and eelgrass), whether or not put up as a layer with or without supporting material.",13,FRS , Forestry
140210,(-2001) Kapok,13,FRS , Forestry
140290,(1996-2001) Other,13,FRS , Forestry
140291,(-1995) Vegetable hair,13,FRS , Forestry
140299,(-1995) Vegetable materials for stuffing or paddin,13,FRS , Forestry
140300,"(2002-2006) Vegetable materials of a kind used primarily in brooms or in brushes (for example, broomcorn, piassava, couchgrass and istle), whether or not in hanks or bundles.",13,FRS , Forestry
140310,(-2001) Broomcorn (Sorghum vulgare var.technicum),8,OCR , Crops n.e.c.
140390,(-2001) Other,8,OCR , Crops n.e.c.
140390,(-2001) Other,13,FRS , Forestry
140410,(-2006) Raw vegetable materials of a kind used primarily in dyeing or tanning,13,FRS , Forestry
140420,Cotton linters,21,VOL , Vegetable oils and fats
140490,Other,13,FRS , Forestry
150100,"Pig fat (including lard) and poultry fat, other than that of heading 02.09 or 15.03.",19,CMT , Bovine meat prods
150200,"Fats of bovine animals, sheep or goats, other than those of heading 15.03.",19,CMT , Bovine meat prods
150300,"Lard stearin, lard oil, oleostearin, oleooil and tallow oil, not emulsified or mixed or otherwise prepared.",20,OMT , Meat products n.e.c.
150410,Fishliver oils and their fractions,20,OMT , Meat products n.e.c.
150420,"Fats and oils and their fractions, of fish, other than liver oils",20,OMT , Meat products n.e.c.
150430,"Fats and oils and their fractions, of marine mammals",20,OMT , Meat products n.e.c.
150500,(2002-) Wool grease and fatty substances derived therefrom (including lanolin).,19,CMT , Bovine meat prods
150510,"(-2001) Wool grease, crude",19,CMT , Bovine meat prods
150590,(-2001) Other,19,CMT , Bovine meat prods
150600,"Other animal fats and oils and their fractions, whether or not refined, but not chemically modified.",20,OMT , Meat products n.e.c.
150710,"Crude oil, whether or not degummed",21,VOL , Vegetable oils and fats
150790,Other,21,VOL , Vegetable oils and fats
150810,Crude oil,21,VOL , Vegetable oils and fats
150890,Other,21,VOL , Vegetable oils and fats
150910,Virgin,21,VOL , Vegetable oils and fats
150990,Other,21,VOL , Vegetable oils and fats
151000,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils or fractions with oils or fractions of heading 15.09.",21,VOL , Vegetable oils and fats
151110,Crude oil,21,VOL , Vegetable oils and fats
151190,Other,21,VOL , Vegetable oils and fats
151211,Crude oil,21,VOL , Vegetable oils and fats
151219,Other,21,VOL , Vegetable oils and fats
151221,"Crude oil, whether or not gossypol has been removed",21,VOL , Vegetable oils and fats
151229,Other,21,VOL , Vegetable oils and fats
151311,Crude oil,21,VOL , Vegetable oils and fats
151319,Other,21,VOL , Vegetable oils and fats
151321,Crude oil,21,VOL , Vegetable oils and fats
151329,Other,21,VOL , Vegetable oils and fats
151410,(-2001) Crude oil,21,VOL , Vegetable oils and fats
151411,(2002-) Crude oil,21,VOL , Vegetable oils and fats
151419,(2002-) Other,21,VOL , Vegetable oils and fats
151490,(-2001) Other,21,VOL , Vegetable oils and fats
151491,(2002-) Crude oil,21,VOL , Vegetable oils and fats
151499,(2002-) Other,21,VOL , Vegetable oils and fats
151511,Crude oil,21,VOL , Vegetable oils and fats
151519,Other,21,VOL , Vegetable oils and fats
151521,Crude oil,21,VOL , Vegetable oils and fats
151529,Other,21,VOL , Vegetable oils and fats
151530,Castor oil and its fractions,21,VOL , Vegetable oils and fats
151540,(-2006) Tung oil and its fractions,21,VOL , Vegetable oils and fats
151550,Sesame oil and its fractions,21,VOL , Vegetable oils and fats
151560,(-2001) Jojoba oil and its fractions,21,VOL , Vegetable oils and fats
151590,Other,21,VOL , Vegetable oils and fats
151610,Animal fats and oils and their fractions,21,VOL , Vegetable oils and fats
151620,Vegetable fats and oils and their fractions,21,VOL , Vegetable oils and fats
151710,"Margarine, excluding liquid margarine",21,VOL , Vegetable oils and fats
151790,Other,21,VOL , Vegetable oils and fats
151800,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 15.16; inedible mixtures or preparations of",33,CRP ," Chemical, rubber, plastic products"
151911,(-1995) Indus.monocarboxylic fatty acids;acid oils,33,CRP ," Chemical, rubber, plastic products"
151912,(-1995) Indus.monocarboxylic fatty acids;acid oils,33,CRP ," Chemical, rubber, plastic products"
151913,(-1995) Indus.monocarbox.fatty acids;acid oils fro,33,CRP ," Chemical, rubber, plastic products"
151919,(-1995) Industrial monocarboxylic fatty acids;acid,33,CRP ," Chemical, rubber, plastic products"
151920,(-1995) Industrial fatty alcohols,33,CRP ," Chemical, rubber, plastic products"
151930,(-1991) Industrial fatty alcohols,33,CRP ," Chemical, rubber, plastic products"
152000,"(1996-) Glycerol, crude; glycerol waters and glycerol lyes.",33,CRP ," Chemical, rubber, plastic products"
152010,"(-1995) Glycerol (glycerine), crude, glycerol wate",33,CRP ," Chemical, rubber, plastic products"
152090,"(-1995) Glycerol (excl. crude), including syntheti",33,CRP ," Chemical, rubber, plastic products"
152110,Vegetable waxes,21,VOL , Vegetable oils and fats
152190,Other,10,OAP , Animal products n.e.c.
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes.,21,VOL , Vegetable oils and fats
160100,"Sausages and similar products, of meat, meat offal or blood; food preparations based on these products.",20,OMT , Meat products n.e.c.
160210,Homogenised preparations,25,OFD , Food products n.e.c.
160220,Of liver of any animal,20,OMT , Meat products n.e.c.
160231,Of turkeys,20,OMT , Meat products n.e.c.
160232,(1996-) Of fowls of the species Gallus domesticus,20,OMT , Meat products n.e.c.
160239,Other,20,OMT , Meat products n.e.c.
160241,Hams and cuts thereof,20,OMT , Meat products n.e.c.
160242,Shoulders and cuts thereof,20,OMT , Meat products n.e.c.
160249,"Other, including mixtures",20,OMT , Meat products n.e.c.
160250,Of bovine animals,20,OMT , Meat products n.e.c.
160290,"Other, including preparations of blood of any animal",20,OMT , Meat products n.e.c.
160300,"Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates.",20,OMT , Meat products n.e.c.
160411,Salmon,25,OFD , Food products n.e.c.
160412,Herrings,25,OFD , Food products n.e.c.
160413,"Sardines, sardinella and brisling or sprats",25,OFD , Food products n.e.c.
160414,"Tunas, skipjack and bonito (Sarda spp.)",25,OFD , Food products n.e.c.
160415,Mackerel,25,OFD , Food products n.e.c.
160416,Anchovies,25,OFD , Food products n.e.c.
160419,Other,25,OFD , Food products n.e.c.
160420,Other prepared or preserved fish,25,OFD , Food products n.e.c.
160430,Caviar and caviar substitutes,25,OFD , Food products n.e.c.
160510,Crab,25,OFD , Food products n.e.c.
160520,Shrimps and prawns,25,OFD , Food products n.e.c.
160530,Lobster,25,OFD , Food products n.e.c.
160540,Other crustaceans,25,OFD , Food products n.e.c.
160590,Other,25,OFD , Food products n.e.c.
170111,Cane sugar,24,SGR , Sugar
170112,Beet sugar,24,SGR , Sugar
170191,Containing added flavouring or colouring matter,24,SGR , Sugar
170199,Other,24,SGR , Sugar
170210,(-1995) Lactose and lactose syrup,22,MIL , Dairy products
170211,"(1996-) Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",22,MIL , Dairy products
170219,(1996-) Other,22,MIL , Dairy products
170220,Maple sugar and maple syrup,24,SGR , Sugar
170230,"Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",25,OFD , Food products n.e.c.
170240,"Glucose and glucose syrup, containing in the dry state at least  20 % but less than 50 % by weight of fructose, excluding invert sugar",25,OFD , Food products n.e.c.
170250,Chemically pure fructose,25,OFD , Food products n.e.c.
170260,"Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",25,OFD , Food products n.e.c.
170290,"Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",25,OFD , Food products n.e.c.
170310,Cane molasses,24,SGR , Sugar
170390,Other,24,SGR , Sugar
170410,"Chewing gum, whether or not sugarcoated",25,OFD , Food products n.e.c.
170490,Other,25,OFD , Food products n.e.c.
180100,"Cocoa beans, whole or broken, raw or roasted.",8,OCR , Crops n.e.c.
180200,"Cocoa shells, husks, skins and other cocoa waste.",25,OFD , Food products n.e.c.
180310,Not defatted,25,OFD , Food products n.e.c.
180320,Wholly or partly defatted,25,OFD , Food products n.e.c.
180400,"Cocoa butter, fat and oil.",25,OFD , Food products n.e.c.
180500,"Cocoa powder, not containing added sugar or other sweetening matter.",25,OFD , Food products n.e.c.
180610,"Cocoa powder, containing added sugar or other sweetening matter",25,OFD , Food products n.e.c.
180620,"Other preparations in blocks, slabs or bars weighing more than  2 kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, of a content exceeding 2 kg",25,OFD , Food products n.e.c.
180631,Filled,25,OFD , Food products n.e.c.
180632,Not filled,25,OFD , Food products n.e.c.
180690,Other,25,OFD , Food products n.e.c.
190110,"Preparations for infant use, put up for retail sale",25,OFD , Food products n.e.c.
190120,Mixes and doughs for the preparation of bakers' wares of heading 19.05,25,OFD , Food products n.e.c.
190190,Other,25,OFD , Food products n.e.c.
190211,Containing eggs,25,OFD , Food products n.e.c.
190219,Other,25,OFD , Food products n.e.c.
