"","X","hs4","Tariff","imposed_by","Date","effective_tariff_increase","perc_change_tariff","TIER.1.DESCRIPTION","Sector","Product.Description"
"1966",1966,"2908","chn75b1","CHN",2019-09-01,0,0,"Organic chemicals","Chemicals","Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols."
"1967",1967,"2908","chn75b2","CHN",2019-12-15,0,0,"Organic chemicals","Chemicals","Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols."
"1968",1968,"2909","chn16","CHN",2018-08-08,0,0,"Organic chemicals","Chemicals","Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1969",1969,"2909","chn3","CHN",2018-04-02,0,0,"Organic chemicals","Chemicals","Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1970",1970,"2909","chn34","CHN",2018-07-06,0,0,"Organic chemicals","Chemicals","Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1971",1971,"2909","chn60b1","CHN",2018-09-24,0.0575713697607305,5.75713697607305,"Organic chemicals","Chemicals","Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1972",1972,"2909","chn60b2","CHN",2019-05-13,0.0330225533671171,3.30225533671171,"Organic chemicals","Chemicals","Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1973",1973,"2909","chn75b1","CHN",2019-09-01,0,0,"Organic chemicals","Chemicals","Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1974",1974,"2909","chn75b2","CHN",2019-12-15,0.0221401430161531,2.21401430161531,"Organic chemicals","Chemicals","Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1975",1975,"2910","chn16","CHN",2018-08-08,0,0,"Organic chemicals","Chemicals","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1976",1976,"2910","chn3","CHN",2018-04-02,0,0,"Organic chemicals","Chemicals","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1977",1977,"2910","chn34","CHN",2018-07-06,0,0,"Organic chemicals","Chemicals","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1978",1978,"2910","chn60b1","CHN",2018-09-24,0.0499322339621775,4.99322339621775,"Organic chemicals","Chemicals","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1979",1979,"2910","chn60b2","CHN",2019-05-13,0.0499666441597368,4.99666441597368,"Organic chemicals","Chemicals","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1980",1980,"2910","chn75b1","CHN",2019-09-01,0,0,"Organic chemicals","Chemicals","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1981",1981,"2910","chn75b2","CHN",2019-12-15,0,0,"Organic chemicals","Chemicals","Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1982",1982,"2911","chn16","CHN",2018-08-08,0,0,"Organic chemicals","Chemicals","Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1983",1983,"2911","chn3","CHN",2018-04-02,0,0,"Organic chemicals","Chemicals","Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1984",1984,"2911","chn34","CHN",2018-07-06,0,0,"Organic chemicals","Chemicals","Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1985",1985,"2911","chn60b1","CHN",2018-09-24,0.1,10,"Organic chemicals","Chemicals","Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1986",1986,"2911","chn60b2","CHN",2019-05-13,0.15,15,"Organic chemicals","Chemicals","Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1987",1987,"2911","chn75b1","CHN",2019-09-01,0,0,"Organic chemicals","Chemicals","Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1988",1988,"2911","chn75b2","CHN",2019-12-15,0,0,"Organic chemicals","Chemicals","Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"1989",1989,"2912","chn16","CHN",2018-08-08,0,0,"Organic chemicals","Chemicals","Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde."
"1990",1990,"2912","chn3","CHN",2018-04-02,0,0,"Organic chemicals","Chemicals","Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde."
"1991",1991,"2912","chn34","CHN",2018-07-06,0,0,"Organic chemicals","Chemicals","Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde."
"1992",1992,"2912","chn60b1","CHN",2018-09-24,0.0564036764749746,5.64036764749746,"Organic chemicals","Chemicals","Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde."
"1993",1993,"2912","chn60b2","CHN",2019-05-13,0.0539004263793146,5.39004263793146,"Organic chemicals","Chemicals","Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde."
"1994",1994,"2912","chn75b1","CHN",2019-09-01,0,0,"Organic chemicals","Chemicals","Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde."
"1995",1995,"2912","chn75b2","CHN",2019-12-15,0,0,"Organic chemicals","Chemicals","Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde."
"1996",1996,"2913","chn16","CHN",2018-08-08,0,0,"Organic chemicals","Chemicals","Halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading 29.12."
"1997",1997,"2913","chn3","CHN",2018-04-02,0,0,"Organic chemicals","Chemicals","Halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading 29.12."
"1998",1998,"2913","chn34","CHN",2018-07-06,0,0,"Organic chemicals","Chemicals","Halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading 29.12."
"1999",1999,"2913","chn60b1","CHN",2018-09-24,0.1,10,"Organic chemicals","Chemicals","Halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading 29.12."
"2000",2000,"2913","chn60b2","CHN",2019-05-13,0.15,15,"Organic chemicals","Chemicals","Halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading 29.12."
"2001",2001,"2913","chn75b1","CHN",2019-09-01,0,0,"Organic chemicals","Chemicals","Halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading 29.12."
"2002",2002,"2913","chn75b2","CHN",2019-12-15,0,0,"Organic chemicals","Chemicals","Halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading 29.12."
"2003",2003,"2914","chn16","CHN",2018-08-08,0.150794556113371,15.0794556113371,"Organic chemicals","Chemicals","Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"2004",2004,"2914","chn3","CHN",2018-04-02,0,0,"Organic chemicals","Chemicals","Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"2005",2005,"2914","chn34","CHN",2018-07-06,0,0,"Organic chemicals","Chemicals","Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"2006",2006,"2914","chn60b1","CHN",2018-09-24,0.0226722778116905,2.26722778116905,"Organic chemicals","Chemicals","Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"2007",2007,"2914","chn60b2","CHN",2019-05-13,0.0182490117127375,1.82490117127375,"Organic chemicals","Chemicals","Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"2008",2008,"2914","chn75b1","CHN",2019-09-01,0,0,"Organic chemicals","Chemicals","Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"2009",2009,"2914","chn75b2","CHN",2019-12-15,0,0,"Organic chemicals","Chemicals","Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
"2010",2010,"2915","chn16","CHN",2018-08-08,0,0,"Organic chemicals","Chemicals","Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives."
"2011",2011,"2915","chn3","CHN",2018-04-02,0,0,"Organic chemicals","Chemicals","Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives."
"2012",2012,"2915","chn34","CHN",2018-07-06,0,0,"Organic chemicals","Chemicals","Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives."
"2013",2013,"2915","chn60b1","CHN",2018-09-24,0.0784020654434669,7.84020654434669,"Organic chemicals","Chemicals","Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives."
"2014",2014,"2915","chn60b2","CHN",2019-05-13,0.076610901980658,7.6610901980658,"Organic chemicals","Chemicals","Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives."
"2015",2015,"2915","chn75b1","CHN",2019-09-01,0.00391799978436262,0.391799978436262,"Organic chemicals","Chemicals","Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives."
"2016",2016,"2915","chn75b2","CHN",2019-12-15,0,0,"Organic chemicals","Chemicals","Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives."
"2017",2017,"2916","chn16","CHN",2018-08-08,0,0,"Organic chemicals","Chemicals","Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives."
"2018",2018,"2916","chn3","CHN",2018-04-02,0,0,"Organic chemicals","Chemicals","Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives."
"2019",2019,"2916","chn34","CHN",2018-07-06,0,0,"Organic chemicals","Chemicals","Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives."
